Species	Symbol	Ensembl	Family	Protein	Entrez ID
Sus_scrofa	THRB	ENSSSCG00000036033	THR-like	ENSSSCP00000049880;ENSSSCP00000037803;ENSSSCP00000039261;ENSSSCP00000035922;ENSSSCP00000039931;ENSSSCP00000058440;ENSSSCP00000042794;ENSSSCP00000048565;ENSSSCP00000057666;ENSSSCP00000046872;	396776
Sus_scrofa	-	ENSSSCG00000021069	zf-C2H2	ENSSSCP00000046171;ENSSSCP00000036298;ENSSSCP00000020056;ENSSSCP00000036533;ENSSSCP00000052714;	100739480
Sus_scrofa	FOXE1	ENSSSCG00000005369	Fork_head	ENSSSCP00000005762;	100157892
Sus_scrofa	HDX	ENSSSCG00000038744	Homeobox	ENSSSCP00000045460;	100621628
Sus_scrofa	ZNF692	ENSSSCG00000030672	zf-C2H2	ENSSSCP00000020848;ENSSSCP00000051287;	100525277
Sus_scrofa	PKNOX1	ENSSSCG00000037663	Homeobox	ENSSSCP00000032781;ENSSSCP00000053488;ENSSSCP00000047418;ENSSSCP00000038423;	110256497
Sus_scrofa	NEUROG3	ENSSSCG00000034488	bHLH	ENSSSCP00000049735;	110256612
Sus_scrofa	ZBTB14	ENSSSCG00000033032	ZBTB	ENSSSCP00000045844;ENSSSCP00000045844;ENSSSCP00000051509;ENSSSCP00000051509;ENSSSCP00000044396;ENSSSCP00000056274;ENSSSCP00000034130;	110261173
Sus_scrofa	EN1	ENSSSCG00000015715	Homeobox	ENSSSCP00000016655;	-
Sus_scrofa	ZNF660	ENSSSCG00000011310	zf-C2H2	ENSSSCP00000050136;	100513047
Sus_scrofa	ZNF394	ENSSSCG00000036665	zf-C2H2	ENSSSCP00000036557;	-
Sus_scrofa	ZNF112	ENSSSCG00000003077	zf-C2H2	ENSSSCP00000003331;ENSSSCP00000050358;ENSSSCP00000038061;ENSSSCP00000052515;	-
Sus_scrofa	FOXG1	ENSSSCG00000033761	Fork_head	ENSSSCP00000037951;	110261579
Sus_scrofa	ZNF541	ENSSSCG00000003119	zf-C2H2	ENSSSCP00000003376;ENSSSCP00000024886;ENSSSCP00000003377;	100519367
Sus_scrofa	ZNF397	ENSSSCG00000039052	zf-C2H2	ENSSSCP00000052312;	102164512
Sus_scrofa	ID4	ENSSSCG00000024312	bHLH	ENSSSCP00000021281;	100144508
Sus_scrofa	ZFHX4	ENSSSCG00000006169	Homeobox	ENSSSCP00000041358;ENSSSCP00000006580;ENSSSCP00000056166;ENSSSCP00000045053;	100514045
Sus_scrofa	PHOX2B	ENSSSCG00000038488	Homeobox	ENSSSCP00000059179;	100622938
Sus_scrofa	CREB3L3	ENSSSCG00000013501	TF_bZIP	ENSSSCP00000042505;ENSSSCP00000014349;ENSSSCP00000041290;	100522979
Sus_scrofa	NFIL3	ENSSSCG00000009592	TF_bZIP	ENSSSCP00000010241;	100153822
Sus_scrofa	RAX	ENSSSCG00000004910	Homeobox	ENSSSCP00000005282;	100157455
Sus_scrofa	TLX3	ENSSSCG00000016999	Homeobox	ENSSSCP00000018011;ENSSSCP00000045186;	100525967
Sus_scrofa	-	ENSSSCG00000031787	zf-C2H2	ENSSSCP00000040975;	100523897
Sus_scrofa	DEAF1	ENSSSCG00000012850	SAND	ENSSSCP00000013660;	100512152
Sus_scrofa	GATAD2A	ENSSSCG00000013938	zf-GATA	ENSSSCP00000014818;ENSSSCP00000051268;ENSSSCP00000036682;	100518418
Sus_scrofa	NFIA	ENSSSCG00000023243	CTF/NFI	ENSSSCP00000054183;ENSSSCP00000042598;ENSSSCP00000046014;ENSSSCP00000022252;	100523676
Sus_scrofa	TEAD3	ENSSSCG00000001544	TEA	ENSSSCP00000001678;	654299
Sus_scrofa	ETV7	ENSSSCG00000001561	ETS	ENSSSCP00000001696;ENSSSCP00000043874;	100156210
Sus_scrofa	ZHX1	ENSSSCG00000005984	Homeobox	ENSSSCP00000006392;ENSSSCP00000037365;ENSSSCP00000035814;	100154564
Sus_scrofa	ZNF473	ENSSSCG00000037710	zf-C2H2	ENSSSCP00000040608;ENSSSCP00000037087;ENSSSCP00000037081;	100524202
Sus_scrofa	ZBTB18	ENSSSCG00000035213	ZBTB	ENSSSCP00000053753;ENSSSCP00000053753;	100623289
Sus_scrofa	YBX1	ENSSSCG00000028485	CSD	ENSSSCP00000022947;ENSSSCP00000044000;ENSSSCP00000049359;	100620708
Sus_scrofa	-	ENSSSCG00000036693	zf-C2H2	ENSSSCP00000042650;ENSSSCP00000045486;	110255680
Sus_scrofa	STAT1	ENSSSCG00000016057	STAT	ENSSSCP00000057661;ENSSSCP00000052900;ENSSSCP00000048073;ENSSSCP00000039070;ENSSSCP00000044995;ENSSSCP00000056805;ENSSSCP00000041232;ENSSSCP00000033087;ENSSSCP00000017010;ENSSSCP00000030977;	396655
Sus_scrofa	SNAI3	ENSSSCG00000040145	zf-C2H2	ENSSSCP00000031548;	110260883
Sus_scrofa	PAX5	ENSSSCG00000036086	PAX	ENSSSCP00000054051;ENSSSCP00000039851;	100520167
Sus_scrofa	TUB	ENSSSCG00000014581	Tub	ENSSSCP00000035373;ENSSSCP00000031830;ENSSSCP00000015511;ENSSSCP00000055858;	100520318
Sus_scrofa	ZNF12	ENSSSCG00000034517	zf-C2H2	ENSSSCP00000054882;	100520374
Sus_scrofa	-	ENSSSCG00000033039	HSF	ENSSSCP00000032257;	110257888
Sus_scrofa	MITF	ENSSSCG00000011514	bHLH	ENSSSCP00000051180;ENSSSCP00000012272;ENSSSCP00000025899;ENSSSCP00000012271;ENSSSCP00000027385;	414902
Sus_scrofa	ZNF831	ENSSSCG00000007526	zf-C2H2	ENSSSCP00000008034;	100144512
Sus_scrofa	-	ENSSSCG00000031552	zf-C2H2	ENSSSCP00000052294;	110261291
Sus_scrofa	E2F7	ENSSSCG00000000950	E2F	ENSSSCP00000001017;	100154851
Sus_scrofa	NR4A2	ENSSSCG00000015871	NGFIB-like	ENSSSCP00000042156;ENSSSCP00000040771;ENSSSCP00000042139;ENSSSCP00000038427;ENSSSCP00000016820;	100157120
Sus_scrofa	VSX2	ENSSSCG00000002363	Homeobox	ENSSSCP00000002561;	100152921
Sus_scrofa	THAP3	ENSSSCG00000036876	THAP	ENSSSCP00000047134;	102158728
Sus_scrofa	-	ENSSSCG00000016330	LRRFIP	ENSSSCP00000017305;ENSSSCP00000033269;ENSSSCP00000017302;ENSSSCP00000056340;ENSSSCP00000052663;ENSSSCP00000027755;ENSSSCP00000037054;	100517377
Sus_scrofa	L3MBTL1	ENSSSCG00000007365	zf-C2HC	ENSSSCP00000007846;	-
Sus_scrofa	-	ENSSSCG00000002937	zf-C2H2	ENSSSCP00000046450;ENSSSCP00000059599;	102164547
Sus_scrofa	-	ENSSSCG00000028997	Homeobox	ENSSSCP00000021454;	100519066
Sus_scrofa	ZNF146	ENSSSCG00000025355	zf-C2H2	ENSSSCP00000022826;ENSSSCP00000058366;	100621065
Sus_scrofa	TFAP2E	ENSSSCG00000040097	AP-2	ENSSSCP00000038275;	-
Sus_scrofa	ZNF8	ENSSSCG00000040038	zf-C2H2	ENSSSCP00000031807;	100520139
Sus_scrofa	IRF7	ENSSSCG00000012853	IRF	ENSSSCP00000029329;ENSSSCP00000013664;	100037289
Sus_scrofa	TSC22D4	ENSSSCG00000025164	TSC22	ENSSSCP00000008183;ENSSSCP00000033956;	100514038
Sus_scrofa	HOXB8	ENSSSCG00000017537	Homeobox	ENSSSCP00000018585;ENSSSCP00000040889;	100627661
Sus_scrofa	TLX1	ENSSSCG00000010561	Homeobox	ENSSSCP00000055444;ENSSSCP00000011251;	100157458
Sus_scrofa	ZNF853	ENSSSCG00000037890	zf-C2H2	ENSSSCP00000058199;	-
Sus_scrofa	PRDM15	ENSSSCG00000012084	zf-C2H2	ENSSSCP00000012866;ENSSSCP00000051965;	100518450
Sus_scrofa	SOX4	ENSSSCG00000001081	HMG	ENSSSCP00000001151;	100512542
Sus_scrofa	NFKB1	ENSSSCG00000030957	RHD	ENSSSCP00000048015;ENSSSCP00000029534;	751869
Sus_scrofa	HELT	ENSSSCG00000038390	bHLH	ENSSSCP00000051090;	-
Sus_scrofa	NEUROD6	ENSSSCG00000039501	bHLH	ENSSSCP00000035703;	110257619
Sus_scrofa	ZNF565	ENSSSCG00000002931	zf-C2H2	ENSSSCP00000057396;ENSSSCP00000003157;ENSSSCP00000046590;	100525345
Sus_scrofa	description:nuclear	ENSSSCG00000024975	SF-like	ENSSSCP00000021885;ENSSSCP00000048278;ENSSSCP00000045930;ENSSSCP00000053785;ENSSSCP00000031787;	100523688
Sus_scrofa	-	ENSSSCG00000036608	zf-C2H2	ENSSSCP00000058751;ENSSSCP00000014586;ENSSSCP00000057515;	-
Sus_scrofa	E2F4	ENSSSCG00000002787	E2F	ENSSSCP00000003006;ENSSSCP00000047360;ENSSSCP00000037021;	100522677
Sus_scrofa	SOX21	ENSSSCG00000009494	HMG	ENSSSCP00000010139;	100517115
Sus_scrofa	GLIS1	ENSSSCG00000003846	zf-C2H2	ENSSSCP00000004162;	100515552
Sus_scrofa	FOXJ3	ENSSSCG00000023266	Fork_head	ENSSSCP00000020810;ENSSSCP00000028094;ENSSSCP00000039942;	100626744
Sus_scrofa	MYCL	ENSSSCG00000039761	bHLH	ENSSSCP00000053930;	100518432
Sus_scrofa	ZNF446	ENSSSCG00000039930	zf-C2H2	ENSSSCP00000059458;	110261336
Sus_scrofa	ZSCAN16	ENSSSCG00000022664	zf-C2H2	ENSSSCP00000034494;ENSSSCP00000022424;	100152501
Sus_scrofa	WDHD1	ENSSSCG00000005052	HMG	ENSSSCP00000005431;ENSSSCP00000020519;	100152808
Sus_scrofa	ZBTB7C	ENSSSCG00000028076	ZBTB	ENSSSCP00000026536;ENSSSCP00000026536;	100520594
Sus_scrofa	GSC	ENSSSCG00000002490	Homeobox	ENSSSCP00000002699;	-
Sus_scrofa	POU3F3	ENSSSCG00000022096	Pou	ENSSSCP00000026394;	-
Sus_scrofa	ZNF628	ENSSSCG00000025343	zf-C2H2	ENSSSCP00000023710;ENSSSCP00000048085;	-
Sus_scrofa	STAT2	ENSSSCG00000000396	STAT	ENSSSCP00000000422;	396923
Sus_scrofa	MLXIP	ENSSSCG00000009794	bHLH	ENSSSCP00000010456;	100156510
Sus_scrofa	DMRT1	ENSSSCG00000005236	DM	ENSSSCP00000005628;	397199
Sus_scrofa	CDX4	ENSSSCG00000021225	Homeobox	ENSSSCP00000019274;	100623433
Sus_scrofa	SMARCC2	ENSSSCG00000000382	MYB	ENSSSCP00000026875;ENSSSCP00000044812;ENSSSCP00000000404;ENSSSCP00000041363;ENSSSCP00000033967;	100157539
Sus_scrofa	NR1I2	ENSSSCG00000011890	THR-like	ENSSSCP00000032044;ENSSSCP00000056580;ENSSSCP00000012667;ENSSSCP00000012669;ENSSSCP00000056091;	397228
Sus_scrofa	THAP4	ENSSSCG00000016374	THAP	ENSSSCP00000045826;ENSSSCP00000017348;	100511663
Sus_scrofa	SOX18	ENSSSCG00000037865	HMG	ENSSSCP00000045904;	100049667
Sus_scrofa	NR1H2	ENSSSCG00000003211	THR-like	ENSSSCP00000003483;ENSSSCP00000058397;ENSSSCP00000043209;	100525290
Sus_scrofa	ELK1	ENSSSCG00000012279	ETS	ENSSSCP00000030072;	100522002
Sus_scrofa	KLF13	ENSSSCG00000026006	zf-C2H2	ENSSSCP00000025562;	494563
Sus_scrofa	HOXD10	ENSSSCG00000015981	Homeobox	ENSSSCP00000016933;	100517431
Sus_scrofa	-	ENSSSCG00000031774	zf-C2H2	ENSSSCP00000033408;ENSSSCP00000053283;ENSSSCP00000047294;ENSSSCP00000025343;ENSSSCP00000054104;ENSSSCP00000059108;ENSSSCP00000039713;	100514656
Sus_scrofa	FOXJ2	ENSSSCG00000039580	Fork_head	ENSSSCP00000047628;	100625827
Sus_scrofa	PRDM10	ENSSSCG00000015243	zf-C2H2	ENSSSCP00000016167;ENSSSCP00000043120;	100517360
Sus_scrofa	PATZ1	ENSSSCG00000010027	ZBTB	ENSSSCP00000052980;ENSSSCP00000052980;ENSSSCP00000050343;ENSSSCP00000010698;	100739740
Sus_scrofa	ZNF835	ENSSSCG00000040067	zf-C2H2	ENSSSCP00000042211;ENSSSCP00000055619;	102163869
Sus_scrofa	-	ENSSSCG00000002988	zf-C2H2	ENSSSCP00000031218;ENSSSCP00000049089;ENSSSCP00000043689;ENSSSCP00000003237;	100521972
Sus_scrofa	HOXB1	ENSSSCG00000017532	Homeobox	ENSSSCP00000018580;	100521817
Sus_scrofa	DRGX	ENSSSCG00000037404	Homeobox	ENSSSCP00000039579;	100154590
Sus_scrofa	TULP1	ENSSSCG00000035972	Tub	ENSSSCP00000043750;	-
Sus_scrofa	ARNT2	ENSSSCG00000040288	bHLH	ENSSSCP00000039475;ENSSSCP00000032544;ENSSSCP00000044828;ENSSSCP00000001947;	100157219
Sus_scrofa	ZNF35	ENSSSCG00000032080	zf-C2H2	ENSSSCP00000042963;	110255278
Sus_scrofa	ZNF674	ENSSSCG00000012264	zf-C2H2	ENSSSCP00000043752;ENSSSCP00000013051;ENSSSCP00000034569;ENSSSCP00000038804;ENSSSCP00000038972;	-
Sus_scrofa	ZNF354C	ENSSSCG00000021640	zf-C2H2	ENSSSCP00000037243;ENSSSCP00000054497;ENSSSCP00000057375;ENSSSCP00000014911;ENSSSCP00000045288;ENSSSCP00000049755;ENSSSCP00000021931;ENSSSCP00000053379;	-
Sus_scrofa	MIER3	ENSSSCG00000016920	MYB	ENSSSCP00000038088;ENSSSCP00000017930;	100522223
Sus_scrofa	FOXI2	ENSSSCG00000010752	Fork_head	ENSSSCP00000011462;	-
Sus_scrofa	E2F5	ENSSSCG00000006145	E2F	ENSSSCP00000006555;	100157957
Sus_scrofa	ZNF275	ENSSSCG00000037520	zf-C2H2	ENSSSCP00000033672;	106507056
Sus_scrofa	MYRF	ENSSSCG00000013078	NDT80/PhoG	ENSSSCP00000045485;ENSSSCP00000013910;	100520659
Sus_scrofa	KLF5	ENSSSCG00000035101	zf-C2H2	ENSSSCP00000045755;	100038005
Sus_scrofa	ZNF197	ENSSSCG00000011304	zf-C2H2	ENSSSCP00000052542;ENSSSCP00000042242;ENSSSCP00000012052;	100513435
Sus_scrofa	-	ENSSSCG00000036839	zf-C2H2	ENSSSCP00000036526;ENSSSCP00000036641;ENSSSCP00000006301;	100512531
Sus_scrofa	ZNF526	ENSSSCG00000028054	zf-C2H2	ENSSSCP00000022946;	100515382
Sus_scrofa	HES7	ENSSSCG00000017982	bHLH	ENSSSCP00000019050;	100620745
Sus_scrofa	ZNF558	ENSSSCG00000029035	zf-C2H2	ENSSSCP00000038420;ENSSSCP00000053343;ENSSSCP00000022926;	100514703
Sus_scrofa	-	ENSSSCG00000021757	zf-C2H2	ENSSSCP00000049483;ENSSSCP00000014578;	102167305
Sus_scrofa	PAXBP1	ENSSSCG00000012037	GCFC	ENSSSCP00000012819;	100525128
Sus_scrofa	HIVEP3	ENSSSCG00000033465	zf-C2H2	ENSSSCP00000039882;	-
Sus_scrofa	ATOH1	ENSSSCG00000009196	bHLH	ENSSSCP00000009805;	100515497
Sus_scrofa	ZNF630	ENSSSCG00000012286	zf-C2H2	ENSSSCP00000013075;	100525971
Sus_scrofa	GCFC2	ENSSSCG00000021287	GCFC	ENSSSCP00000019567;ENSSSCP00000022086;ENSSSCP00000058617;	100625157
Sus_scrofa	ZNF169	ENSSSCG00000032834	zf-C2H2	ENSSSCP00000045069;ENSSSCP00000054775;	100515432
Sus_scrofa	-	ENSSSCG00000014929	HMG	ENSSSCP00000015850;	110262277
Sus_scrofa	ZEB1	ENSSSCG00000011025	zf-C2H2	ENSSSCP00000029132;ENSSSCP00000029132;ENSSSCP00000057524;ENSSSCP00000057524;ENSSSCP00000011759;	100520325
Sus_scrofa	HOXA4	ENSSSCG00000016704	Homeobox	ENSSSCP00000017694;ENSSSCP00000048638;	-
Sus_scrofa	PDX1	ENSSSCG00000035817	Homeobox	ENSSSCP00000052914;	397288
Sus_scrofa	-	ENSSSCG00000029696	zf-C2H2	ENSSSCP00000043934;ENSSSCP00000021866;	-
Sus_scrofa	-	ENSSSCG00000036877	zf-C2H2	ENSSSCP00000036292;ENSSSCP00000042586;ENSSSCP00000040307;ENSSSCP00000049951;	100525433
Sus_scrofa	TERF1	ENSSSCG00000006184	MYB	ENSSSCP00000044800;ENSSSCP00000006595;ENSSSCP00000032864;	100516798
Sus_scrofa	USF3	ENSSSCG00000011918	bHLH	ENSSSCP00000012699;	100513627
Sus_scrofa	-	ENSSSCG00000025590	zf-C2H2	ENSSSCP00000003178;ENSSSCP00000003175;ENSSSCP00000003160;	-
Sus_scrofa	NFATC3	ENSSSCG00000029578	RHD	ENSSSCP00000053805;ENSSSCP00000047112;ENSSSCP00000056644;ENSSSCP00000047848;ENSSSCP00000058312;ENSSSCP00000021956;ENSSSCP00000053170;ENSSSCP00000051545;	100739450
Sus_scrofa	NFIX	ENSSSCG00000013742	CTF/NFI	ENSSSCP00000034781;ENSSSCP00000014611;ENSSSCP00000051684;ENSSSCP00000051129;ENSSSCP00000040483;ENSSSCP00000053982;	100523536
Sus_scrofa	-	ENSSSCG00000033007	zf-C2H2	ENSSSCP00000053973;ENSSSCP00000033420;	-
Sus_scrofa	KLF6	ENSSSCG00000035212	zf-C2H2	ENSSSCP00000044018;	100174961
Sus_scrofa	TSC22D2	ENSSSCG00000011708	TSC22	ENSSSCP00000012480;ENSSSCP00000022699;	100155608
Sus_scrofa	NR2F2	ENSSSCG00000002254	RXR-like	ENSSSCP00000002448;ENSSSCP00000048884;ENSSSCP00000002449;	100153983
Sus_scrofa	TADA2A	ENSSSCG00000025775	MYB	ENSSSCP00000018752;ENSSSCP00000053092;ENSSSCP00000018753;	100737761
Sus_scrofa	PBX3	ENSSSCG00000005604	Homeobox	ENSSSCP00000036743;ENSSSCP00000047963;ENSSSCP00000038938;ENSSSCP00000006003;	100152438
Sus_scrofa	FOS	ENSSSCG00000002383	TF_bZIP	ENSSSCP00000002583;	100144486
Sus_scrofa	-	ENSSSCG00000009936	Fork_head	ENSSSCP00000010603;ENSSSCP00000043277;ENSSSCP00000048259;	100156247
Sus_scrofa	KLF17	ENSSSCG00000024191	zf-C2H2	ENSSSCP00000021547;	100302639
Sus_scrofa	HAND1	ENSSSCG00000031080	bHLH	ENSSSCP00000041651;	541594
Sus_scrofa	CDC5L	ENSSSCG00000001708	MYB	ENSSSCP00000001861;	100153900
Sus_scrofa	MXD4	ENSSSCG00000008687	bHLH	ENSSSCP00000025439;	100739155
Sus_scrofa	IQGAP1	ENSSSCG00000001814	zf-C2H2	ENSSSCP00000044180;ENSSSCP00000021539;ENSSSCP00000045112;	100624056
Sus_scrofa	MIER1	ENSSSCG00000030423	MYB	ENSSSCP00000046211;ENSSSCP00000032417;ENSSSCP00000036659;ENSSSCP00000031456;ENSSSCP00000019290;ENSSSCP00000026742;	100621902
Sus_scrofa	TFAP2B	ENSSSCG00000025535	AP-2	ENSSSCP00000035854;ENSSSCP00000027662;ENSSSCP00000039103;	399526
Sus_scrofa	HOXD3	ENSSSCG00000015985	Homeobox	ENSSSCP00000016937;ENSSSCP00000032948;	100515975
Sus_scrofa	IRX1	ENSSSCG00000034884	Homeobox	ENSSSCP00000043363;	110257264
Sus_scrofa	ZNF713	ENSSSCG00000029029	zf-C2H2	ENSSSCP00000026646;	100521127
Sus_scrofa	MEOX1	ENSSSCG00000017376	Homeobox	ENSSSCP00000018411;	100516574
Sus_scrofa	ATOH7	ENSSSCG00000021995	bHLH	ENSSSCP00000023438;	100624800
Sus_scrofa	ZNF784	ENSSSCG00000037024	zf-C2H2	ENSSSCP00000053754;	100628161
Sus_scrofa	DLX5	ENSSSCG00000038838	Homeobox	ENSSSCP00000043952;	100286863
Sus_scrofa	DMRTB1	ENSSSCG00000003847	DM	ENSSSCP00000004163;	-
Sus_scrofa	ZNF516	ENSSSCG00000004859	zf-C2H2	ENSSSCP00000055804;ENSSSCP00000043009;ENSSSCP00000005233;ENSSSCP00000057528;	-
Sus_scrofa	RFX7	ENSSSCG00000004603	RFX	ENSSSCP00000040965;ENSSSCP00000045080;ENSSSCP00000004960;	100152054
Sus_scrofa	ZNF654	ENSSSCG00000036885	zf-C2H2	ENSSSCP00000054024;ENSSSCP00000035510;	110256452
Sus_scrofa	ESRRA	ENSSSCG00000013028	ESR-like	ENSSSCP00000054014;ENSSSCP00000013855;	100322868
Sus_scrofa	-	ENSSSCG00000027056	zf-C2H2	ENSSSCP00000049649;ENSSSCP00000027490;ENSSSCP00000050498;	-
Sus_scrofa	ZBED4	ENSSSCG00000035313	zf-BED	ENSSSCP00000058548;	100520311
Sus_scrofa	LIN28B	ENSSSCG00000037612	CSD	ENSSSCP00000054285;	100738513
Sus_scrofa	TFCP2	ENSSSCG00000031206	CP2	ENSSSCP00000040226;	110258452
Sus_scrofa	TWIST2	ENSSSCG00000016343	bHLH	ENSSSCP00000017317;	100519927
Sus_scrofa	TCF12	ENSSSCG00000004600	bHLH	ENSSSCP00000050607;ENSSSCP00000050955;ENSSSCP00000036234;ENSSSCP00000055260;ENSSSCP00000035905;ENSSSCP00000048735;ENSSSCP00000051524;	100621557
Sus_scrofa	EBF3	ENSSSCG00000010757	COE	ENSSSCP00000056959;ENSSSCP00000046914;ENSSSCP00000011467;	100153848
Sus_scrofa	TBX4	ENSSSCG00000022980	T-box	ENSSSCP00000027576;	100620126
Sus_scrofa	YBX3	ENSSSCG00000000633	CSD	ENSSSCP00000000665;ENSSSCP00000026338;ENSSSCP00000037189;	100518125
Sus_scrofa	OSR2	ENSSSCG00000006073	zf-C2H2	ENSSSCP00000006485;	100155180
Sus_scrofa	-	ENSSSCG00000033997	zf-C2H2	ENSSSCP00000042450;ENSSSCP00000055303;ENSSSCP00000052131;	110257542
Sus_scrofa	FOXF2	ENSSSCG00000037195	Fork_head	ENSSSCP00000054278;	100622976
Sus_scrofa	ZNF281	ENSSSCG00000010911	zf-C2H2	ENSSSCP00000011634;	100523859
Sus_scrofa	CTCF	ENSSSCG00000024253	zf-C2H2	ENSSSCP00000036565;ENSSSCP00000019814;ENSSSCP00000022096;ENSSSCP00000054977;ENSSSCP00000025326;	100623274
Sus_scrofa	ZNF596	ENSSSCG00000025290	zf-C2H2	ENSSSCP00000023202;ENSSSCP00000056437;ENSSSCP00000037309;ENSSSCP00000037967;	100627222
Sus_scrofa	HMGB2	ENSSSCG00000009704	HMG	ENSSSCP00000010363;	397130
Sus_scrofa	ZNF512B	ENSSSCG00000035939	zf-C2H2	ENSSSCP00000042948;ENSSSCP00000039048;	110257383
Sus_scrofa	REPIN1	ENSSSCG00000033708	zf-C2H2	ENSSSCP00000039038;ENSSSCP00000052591;	102157677
Sus_scrofa	ZNF142	ENSSSCG00000016191	zf-C2H2	ENSSSCP00000022642;ENSSSCP00000017153;	100152736
Sus_scrofa	HOXA7	ENSSSCG00000016701	Homeobox	ENSSSCP00000024557;	100519456
Sus_scrofa	ARID5A	ENSSSCG00000008123	ARID	ENSSSCP00000008673;ENSSSCP00000052392;ENSSSCP00000046864;	100524615
Sus_scrofa	ZNF618	ENSSSCG00000005484	zf-C2H2	ENSSSCP00000005880;	100157179
Sus_scrofa	ZNF599	ENSSSCG00000035876	zf-C2H2	ENSSSCP00000055508;ENSSSCP00000039669;	110261276
Sus_scrofa	LHX9	ENSSSCG00000010903	Homeobox	ENSSSCP00000011623;ENSSSCP00000044064;ENSSSCP00000032266;	397597
Sus_scrofa	NEUROG2	ENSSSCG00000033479	bHLH	ENSSSCP00000045329;	110262171
Sus_scrofa	PIAS4	ENSSSCG00000022066	zf-MIZ	ENSSSCP00000025814;ENSSSCP00000041262;ENSSSCP00000031518;	100624971
Sus_scrofa	TCF7L1	ENSSSCG00000008241	HMG	ENSSSCP00000008799;	100523899
Sus_scrofa	ZNF81	ENSSSCG00000012283	zf-C2H2	ENSSSCP00000013072;	100523106
Sus_scrofa	AEBP2	ENSSSCG00000000587	zf-C2H2	ENSSSCP00000042600;ENSSSCP00000055269;ENSSSCP00000000618;	100522805
Sus_scrofa	KLF10	ENSSSCG00000027480	zf-C2H2	ENSSSCP00000006467;ENSSSCP00000006465;	100153665
Sus_scrofa	EGR4	ENSSSCG00000036364	zf-C2H2	ENSSSCP00000035543;	100516906
Sus_scrofa	ZNF408	ENSSSCG00000023097	zf-C2H2	ENSSSCP00000023673;	100515769
Sus_scrofa	ZFP90	ENSSSCG00000032372	zf-C2H2	ENSSSCP00000040290;ENSSSCP00000043795;ENSSSCP00000043843;	100620865
Sus_scrofa	ARID1A	ENSSSCG00000003559	ARID	ENSSSCP00000047116;ENSSSCP00000003862;ENSSSCP00000057060;	100513359
Sus_scrofa	GSX2	ENSSSCG00000008840	Homeobox	ENSSSCP00000009428;	100524448
Sus_scrofa	ZNF23	ENSSSCG00000002738	zf-C2H2	ENSSSCP00000002955;	-
Sus_scrofa	FOXS1	ENSSSCG00000033613	Fork_head	ENSSSCP00000036883;	102167710
Sus_scrofa	SOX10	ENSSSCG00000039315	HMG	ENSSSCP00000000119;ENSSSCP00000023780;ENSSSCP00000046948;ENSSSCP00000035739;	414903
Sus_scrofa	ZNF232	ENSSSCG00000022999	zf-C2H2	ENSSSCP00000023118;	100514871
Sus_scrofa	ZIC5	ENSSSCG00000009521	zf-C2H2	ENSSSCP00000010168;	100153729
Sus_scrofa	MAEL	ENSSSCG00000006316	HMG	ENSSSCP00000006734;	100048945
Sus_scrofa	INSM1	ENSSSCG00000007106	zf-C2H2	ENSSSCP00000007569;	100511966
Sus_scrofa	TLX2	ENSSSCG00000022499	Homeobox	ENSSSCP00000020465;	100514453
Sus_scrofa	ZNF384	ENSSSCG00000000702	zf-C2H2	ENSSSCP00000000748;	100516975
Sus_scrofa	CUX2	ENSSSCG00000009831	CUT	ENSSSCP00000044885;ENSSSCP00000010495;	100153673
Sus_scrofa	VDR	ENSSSCG00000020864	THR-like	ENSSSCP00000019810;ENSSSCP00000048323;ENSSSCP00000055650;ENSSSCP00000050286;	396628
Sus_scrofa	HES2	ENSSSCG00000034297	bHLH	ENSSSCP00000039209;	100515666
Sus_scrofa	DLX4	ENSSSCG00000034653	Homeobox	ENSSSCP00000037325;	100517238
Sus_scrofa	MYRFL	ENSSSCG00000023936	NDT80/PhoG	ENSSSCP00000022413;ENSSSCP00000051336;	102165410
Sus_scrofa	RELB	ENSSSCG00000038879	RHD	ENSSSCP00000034265;	100622609
Sus_scrofa	-	ENSSSCG00000020988	zf-C2H2	ENSSSCP00000022603;	106510560
Sus_scrofa	ZSCAN2	ENSSSCG00000036356	zf-C2H2	ENSSSCP00000034073;ENSSSCP00000051402;	100622996
Sus_scrofa	TP53	ENSSSCG00000017950	P53	ENSSSCP00000050664;ENSSSCP00000020919;ENSSSCP00000019016;	397276
Sus_scrofa	GMEB2	ENSSSCG00000040107	SAND	ENSSSCP00000031767;ENSSSCP00000039478;ENSSSCP00000042999;	110257373
Sus_scrofa	TOX4	ENSSSCG00000029203	HMG	ENSSSCP00000021177;	100152681
Sus_scrofa	HMX3	ENSSSCG00000010724	Homeobox	ENSSSCP00000011433;ENSSSCP00000053591;	100152015
Sus_scrofa	EN2	ENSSSCG00000035324	Homeobox	ENSSSCP00000047826;	100512078
Sus_scrofa	RERE	ENSSSCG00000033497	zf-GATA	ENSSSCP00000032064;	100738753
Sus_scrofa	-	ENSSSCG00000032990	TF_bZIP	ENSSSCP00000050928;	106508184
Sus_scrofa	ZKSCAN1	ENSSSCG00000031461	zf-C2H2	ENSSSCP00000038493;	102162731
Sus_scrofa	-	ENSSSCG00000033490	HMG	ENSSSCP00000056679;	-
Sus_scrofa	MEIS1	ENSSSCG00000039161	Homeobox	ENSSSCP00000039750;ENSSSCP00000037123;	100517152
